Title,Author,Rating,Genres
"The Midnight Star (The Young Elites, #3)",Marie Lu,4.11,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Young Adult Fantasy', 'Fiction', 'Magic']"
"The Gathering (Darkness Rising, #1)",Kelley Armstrong,4.02,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction']"
What the Dog Saw and Other Adventures,Malcolm Gladwell,3.85,"['Nonfiction', 'Psychology', 'Business', 'Essays', 'Sociology', 'Audiobook', 'Science']"
What the Wind Knows,Amy Harmon,4.36,"['Historical Fiction', 'Time Travel', 'Fiction', 'Historical', 'Fantasy', 'Historical Romance', 'Ireland']"
The Blindspots Between Us: How to Overcome Unconscious Cognitive Bias and Build Better Relationships,Gleb Tsipursky,3.94,"['Psychology', 'Nonfiction', 'Self Help', 'Relationships', 'Personal Development', 'Science', 'Communication']"
"Lord Loss (The Demonata, #1)",Darren Shan,4.24,"['Horror', 'Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Demons', 'Supernatural']"
"Hades (Halo, #2)",Alexandra Adornetto,3.94,"['Angels', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Paranormal Romance', 'Demons']"
Suvashun,Simin Daneshvar,3.95,"['Novels', 'Iran', 'Fiction', 'Literature', 'Historical Fiction', 'Romance', 'Classics']"
Best Ghost Stories of Algernon Blackwood,Algernon Blackwood,4.15,"['Horror', 'Short Stories', 'Fiction', 'Classics', 'Gothic', 'Fantasy', 'Ghost Stories']"
الفيل الأزرق,أحمد مراد,3.79,"['Novels', 'Fiction', 'Horror', 'Mystery', 'Literature', 'Fantasy', 'Psychology']"
Stalker Stalked,Lee Matthew Goldberg,4.11,"['Mental Health', 'Mystery', 'Fiction', 'Thriller', 'Epic', 'Drama']"
The Man Who Planted Trees,Jean Giono,4.19,"['Fiction', 'Short Stories', 'Classics', 'France', 'Nature', 'French Literature', 'Philosophy']"
"Hometown Girl After All (Hometown, #2)",Kirsten Fullmer,4.33,"['Young Adult', 'Contemporary', 'New Adult', 'Fiction', 'Love Story', 'Adult', 'Romance']"
Thr3e,Ted Dekker,4.07,"['Fiction', 'Christian Fiction', 'Thriller', 'Christian', 'Mystery', 'Suspense', 'Horror']"
The Marriage of Heaven and Hell,William Blake,4.20,"['Classics', 'Philosophy', 'Fiction', 'Religion', 'Art', '18th Century', 'Literature']"
The Invention of Morel,Adolfo Bioy Casares,3.99,"['Fiction', 'Classics', 'Science Fiction', 'Literature', 'Spanish Literature', 'Latin American', 'Fantasy']"
"Darkest Hour (The Mediator, #4)",Jenny Carroll,4.16,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Ghosts', 'Fiction', 'Supernatural']"
The Prince and the Dressmaker,Jen Wang,4.34,"['Graphic Novels', 'Young Adult', 'LGBT', 'Comics', 'Romance', 'Queer', 'Historical Fiction']"
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael    Connelly,4.22,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Detective']"
State of Fear,Michael Crichton,3.70,"['Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure']"
Jayber Crow,Wendell Berry,4.39,"['Fiction', 'Historical Fiction', 'Classics', 'Audiobook', 'Novels', 'Literature', 'Literary Fiction']"
"Whispers (The Secret Watchers, #2)",Lauren Klever,4.34,"['Young Adult', 'Action', 'Fantasy', 'Suspense', 'Adventure']"
Not Without My Daughter,Betty Mahmoody,4.17,"['Nonfiction', 'Biography', 'Memoir', 'Iran', 'Biography Memoir', 'Autobiography', 'True Story']"
"Finding Chika: A Little Girl, an Earthquake, and the Making of a Family",Mitch Albom,4.46,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Inspirational', 'Biography Memoir', 'Adult']"
Usher's Passing,Robert McCammon,3.95,"['Horror', 'Fiction', 'Gothic', 'Mystery', 'Fantasy', 'Paranormal', 'Audiobook']"
Lexicon,Max Barry,3.91,"['Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook', 'Adult']"
The Taking of Peggy Martin,Karen Glista,4.30,"['Thriller', 'Mystery', 'Fiction', 'New Adult', 'Young Adult', 'Contemporary', 'Adult']"
The Fisherman,John  Langan,3.89,"['Horror', 'Fiction', 'Fantasy', 'Lovecraftian', 'Audiobook', 'Weird Fiction', 'Thriller']"
Breathing Lessons,Anne Tyler,3.66,"['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'Adult Fiction', 'American']"
"The Steward (Weald Fae Journals, #1)",Christopher  Shields,3.99,"['Fantasy', 'Young Adult', 'Fae', 'Urban Fantasy', 'Paranormal', 'Magic', 'Fiction']"
Adapt and Plan for the New Abnormal of the COVID-19 Coronavirus Pandemic: Adapt and Plan for the New Abnormal of the COVID-19 Coronavirus Pandemic,Gleb Tsipursky,4.50,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Management', 'Medicine', 'Business']"
"Rising Storm (Warriors, #4)",Erin Hunter,4.40,"['Fantasy', 'Animals', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult', 'Cats']"
The Female of the Species,Mindy McGinnis,4.15,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Thriller', 'Feminism', 'Audiobook']"
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,real,"['Nonfiction', 'Biography', 'History', 'Memoir', 'Politics', 'Audiobook', 'Biography Memoir']"
"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,4.21,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']"
"Child of the Prophecy (Sevenwaters, #3)",Juliet Marillier,4.12,"['Fantasy', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Magic', 'Historical Fantasy']"
"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,4.08,"['Fiction', 'Nature', 'Environment', 'Classics', 'Humor', 'Politics', 'Novels']"
"River Marked (Mercy Thompson, #6)",Patricia Briggs,4.28,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Werewolves', 'Paranormal Romance']"
"The Infinite (Harrow House, #3)",Douglas Clegg,3.46,"['Horror', 'Fiction', 'Ghosts', 'Paranormal', 'Audiobook']"
Sometimes I Lie,Alice Feeney,3.77,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller']"
My Policeman,Bethan Roberts,real,"['Romance', 'Fiction', 'LGBT', 'Historical Fiction', 'Queer', 'Historical', 'Contemporary']"
"Sexus (The Rosy Crucifixion, #1)",Henry Miller,4.01,"['Fiction', 'Classics', 'Literature', 'Novels', 'Erotica', 'American', '20th Century']"
"Maximum Ride, Vol. 3 (Maximum Ride: The Manga, #3)",NaRae Lee,4.38,"['Manga', 'Graphic Novels', 'Young Adult', 'Fantasy', 'Science Fiction', 'Comics', 'Adventure']"
Delta of Venus,Anaïs Nin,3.61,"['Fiction', 'Erotica', 'Short Stories', 'Classics', 'Romance', 'France', 'Sexuality']"
"Find You in the Dark (Find You in the Dark, #1)",A. Meredith Walters,3.93,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Dark']"
Sold,Patricia McCormick,4.23,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Poetry', 'Historical Fiction', 'Banned Books', 'Contemporary']"
"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,4.29,"['History', 'Nonfiction', 'World War II', 'Military History', 'War', 'Military Fiction', 'Africa']"
"Plum Island (John Corey, #1)",Nelson DeMille,4.07,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']"
"Chance (Constance, #2)",Matthew FitzSimmons,4.10,"['Science Fiction', 'Thriller', 'Mystery', 'Fiction', 'Audiobook', 'Dystopia', 'Speculative Fiction']"
Audrey Rose,Frank De Felitta,3.89,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Paranormal', 'Supernatural', 'Fantasy']"
State of Wonder,Ann Patchett,3.90,"['Fiction', 'Literary Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'Mystery', 'Adult Fiction']"
The Interesting Narrative of the Life of Olaudah Equiano,Olaudah Equiano,3.74,"['History', 'Nonfiction', 'Classics', 'Biography', 'Memoir', 'Africa', 'Autobiography']"
"Listen, Little Man!",Wilhelm Reich,3.97,"['Philosophy', 'Psychology', 'Nonfiction', 'Politics', 'Classics', 'Psychoanalysis', 'Essays']"
Birthday Girl,Penelope Douglas,3.93,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Fiction', 'Audiobook']"
"The Mindf*ck Series (Mindf*ck, #1-5)",S.T. Abby,4.63,"['Romance', 'Thriller', 'Dark', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Crime']"
"The Sun and the Star: A Nico di Angelo Adventure (Camp Half-Blood Chronicles, #17)",Rick Riordan,4.23,"['Fantasy', 'Mythology', 'LGBT', 'Young Adult', 'Middle Grade', 'Queer', 'Romance']"
Private Peaceful,Michael Morpurgo,4.15,"['Historical Fiction', 'Fiction', 'Young Adult', 'War', 'Historical', 'Novels', 'School']"
"The Dark and Hollow Places (The Forest of Hands and Teeth, #3)",Carrie Ryan,4.03,"['Young Adult', 'Zombies', 'Dystopia', 'Horror', 'Fantasy', 'Post Apocalyptic', 'Fiction']"
Riding the Devil (Harry Bauer #15),Blake Banner,4.52,['Thriller']
Too Close For Comfort: The Sgt. Windflower Mystery Series Book 15,Mike  Martin,4.49,"['Drama', 'Contemporary', 'Novels']"
'Salem's Lot,Stephen        King,4.10,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Thriller', 'Paranormal', 'Audiobook']"
"Visions (The Secret Watchers, #1)",Lauren Klever,4.43,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Paranormal', 'Urban Fantasy', 'Suspense']"
Bad Science,Ben Goldacre,4.06,"['Science', 'Nonfiction', 'Medicine', 'Health', 'Popular Science', 'Psychology', 'Audiobook']"
Where I'm Calling From: New and Selected Stories,Raymond Carver,4.41,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', 'Literary Fiction', 'Contemporary']"
"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,3.86,"['Fantasy', 'Historical Fiction', 'Fiction', 'LGBT', 'Queer', 'Historical', 'Lesbian']"
Praying the Bible,Donald S. Whitney,4.49,"['Prayer', 'Christian', 'Christian Living', 'Theology', 'Nonfiction', 'Faith', 'Christianity']"
Motherless Brooklyn,Jonathan Lethem,3.86,"['Fiction', 'Mystery', 'Crime', 'New York', 'Novels', 'Audiobook', 'Mystery Thriller']"
"Map of Bones (Sigma Force, #2)",James Rollins,4.08,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Historical Fiction']"
"Uncle Montague's Tales of Terror (Tales of Terror, #1)",Chris Priestley,4.05,"['Horror', 'Short Stories', 'Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade']"
The Nickel Boys,Colson Whitehead,4.26,"['Fiction', 'Historical Fiction', 'Audiobook', 'Historical', 'Race', 'Literary Fiction', 'African American']"
"Waterfall (River of Time, #1)",Lisa Tawn Bergren,4.02,"['Time Travel', 'Young Adult', 'Historical Fiction', 'Fantasy', 'Romance', 'Historical', 'Christian Fiction']"
Picnic at Hanging Rock,Joan Lindsay,3.66,"['Classics', 'Fiction', 'Mystery', 'Historical Fiction', 'Australia', 'Horror', 'Historical']"
Harbor,John Ajvide Lindqvist,3.66,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Swedish Literature', 'Fantasy', 'Supernatural']"
"Hometown Girl Forever (Hometown, #3)",Kirsten Fullmer,4.33,"['Contemporary', 'Young Adult', 'Love Story', 'New Adult', 'Fiction', 'Romance', 'Adult']"
The Regulators,Richard Bachman,3.72,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Audiobook', 'Suspense']"
"Echo (Species Intervention #6609, #2)",J.K. Accinni,4.13,"['Science Fiction', 'Fantasy', 'Horror', 'Aliens', 'Wildlife', 'Thriller', 'Post Apocalyptic']"
"My Favorite Mistake (My Favorite Mistake, #1)",Chelsea M. Cameron,3.98,"['New Adult', 'Romance', 'College', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit']"
"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,4.13,"['Fiction', 'Classics', 'Russia', 'Literature', 'Russian Literature', 'Novels', 'Romance']"
"The Dragon Heir (The Heir Chronicles, #3)",Cinda Williams Chima,4.14,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy', 'Dragons']"
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.21,"['Spirituality', 'Nonfiction', 'Philosophy', 'Self Help', 'Inspirational', 'Personal Development', 'Christian']"
"After Ever Happy (After, #4)",Anna Todd,3.95,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'College', 'Contemporary Romance']"
"Dark Guardian (Dark Guardian, #1)",Ammar Habib,4.21,"['Thriller', 'Action', 'Superheroes', 'Fiction', 'Crime', 'Mystery']"
"Fairy, Fairy, Quite Contrary (A Fairy Awesome Story, #4)",Ellie Aiden,4.49,"['Paranormal', 'Reverse Harem', 'Fantasy']"
The Good Doctor,Jessica  Payne,4.05,"['Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Fiction', 'Psychological Thriller', 'Crime']"
Novecento. Un monologo,Alessandro Baricco,4.18,"['Fiction', 'Italian Literature', 'Classics', 'Plays', 'Italy', 'Novels', 'Audiobook']"
Echo,Pam Muñoz Ryan,4.36,"['Historical Fiction', 'Middle Grade', 'Fantasy', 'Young Adult', 'Audiobook', 'Fiction', 'Magical Realism']"
"The Risk (Mindf*ck, #1)",S.T. Abby,4.26,"['Romance', 'Dark', 'Thriller', 'Contemporary', 'Mystery', 'Crime', 'Adult']"
"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,3.99,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Music', 'Erotic Romance', 'Erotica']"
The Good Soldier Švejk,Jaroslav Hašek,4.10,"['Fiction', 'Classics', 'Czech Literature', 'Humor', 'War', 'Literature', 'Novels']"
The Great Santini,Pat Conroy,4.15,"['Fiction', 'Southern', 'Historical Fiction', 'Military Fiction', 'Contemporary', 'Literature', 'Classics']"
"La resistencia (Memorias de Idhún, #1)",Laura Gallego García,4.14,"['Fantasy', 'Young Adult', 'Spanish Literature', 'Romance', 'Fiction', 'Dragons', 'Magic']"
My Life,Bill Clinton,3.74,"['Biography', 'Nonfiction', 'Politics', 'History', 'Memoir', 'Autobiography', 'Presidents']"
"Appellate Judge (Jack Ludefance, #3)",Behcet Kaya,4.30,"['Novels', 'Fiction', 'Contemporary', 'Drama', 'Mystery']"
The Chancellor: The Remarkable Odyssey of Angela Merkel,Kati Marton,4.32,"['Biography', 'Nonfiction', 'Politics', 'History', 'Germany', 'Biography Memoir', 'Audiobook']"
"Forever Odd (Odd Thomas, #2)",Dean Koontz,3.98,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Paranormal', 'Supernatural']"
"Fueled (Driven, #2)",K. Bromberg,4.46,"['Romance', 'Sports', 'Contemporary Romance', 'Sports Romance', 'Contemporary', 'New Adult', 'Adult']"
Growth of the Soil,Knut Hamsun,4.23,"['Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', '20th Century']"
"Obsidio (The Illuminae Files, #3)",Amie Kaufman,4.45,"['Science Fiction', 'Young Adult', 'Romance', 'Fantasy', 'Audiobook', 'Fiction', 'Space']"
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mò Xiāng Tóng Xiù,4.66,"['Fantasy', 'Romance', 'LGBT', 'Boys Love', 'Queer', 'Fiction', 'Historical']"
"The Jewel in the Crown (The Raj Quartet, #1)",Paul Scott,4.14,"['Historical Fiction', 'Fiction', 'India', 'Classics', 'Historical', '20th Century', 'Literature']"
Portrait in Sepia,Isabel Allende,4.02,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Romance', 'Historical', 'Novels', 'Latin American']"
The Broker,John Grisham,3.83,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']"
"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,4.07,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']"
"One Shot (Jack Reacher, #9)",Lee Child,4.24,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']"
A Reliable Wife,Robert Goolrick,3.27,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Romance', 'Book Club', 'Adult']"
What I Wish I Said: Confessions of a Columnist,Jaime Watt,4.30,['Nonfiction']
Twelve Angry Men,Reginald Rose,4.06,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Read For School']"
On Liberty,John Stuart Mill,3.96,"['Philosophy', 'Nonfiction', 'Classics', 'History', 'Political Science', 'Economics', 'Politics']"
Angel Devil,Julie Mannino,4.47,"['Queer', 'Romance', 'M M Romance', 'Fantasy']"
An Invisible Client,Victor Methos,4.41,"['Fiction', 'Mystery', 'Legal Thriller', 'Thriller', 'Audiobook', 'Crime', 'Mystery Thriller']"
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,4.30,"['Horror', 'Fiction', 'Short Stories', 'Classics', 'Fantasy', 'Science Fiction', 'Anthologies']"
The Season of Passage,Christopher Pike,4.15,"['Horror', 'Fiction', 'Science Fiction', 'Young Adult', 'Vampires', 'Fantasy', 'Paranormal']"
The Ways of Autumn,William Graney,4.43,[]
"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",John Flanagan,4.42,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Childrens', 'Action']"
Okay for Now,Gary D. Schmidt,4.24,"['Young Adult', 'Historical Fiction', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Coming Of Age', 'Historical']"
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt,3.66,"['Nonfiction', 'Self Help', 'Chick Lit', 'Relationships', 'Humor', 'Psychology', 'Romance']"
Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall,4.20,"['Nonfiction', 'History', 'Politics', 'Geography', 'Science', 'Audiobook', 'Economics']"
The Stone Diaries,Carol Shields,3.89,"['Fiction', 'Canada', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Classics']"
"The Whispering Skull (Lockwood & Co., #2)",Jonathan Stroud,4.33,"['Fantasy', 'Young Adult', 'Mystery', 'Horror', 'Paranormal', 'Middle Grade', 'Ghosts']"
My Summer in St. Ives,Don Barr,4.47,"['Novels', 'Fiction', 'Contemporary', 'Adventure', 'Adult', 'Fantasy', 'Drama']"
"A Merciful Death (Mercy Kilpatrick, #1)",Kendra Elliot,4.18,"['Mystery', 'Thriller', 'Romantic Suspense', 'Fiction', 'Romance', 'Suspense', 'Crime']"
And Quiet Flows the Don,Mikhail Sholokhov,4.10,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'War']"
"After We Fell (After, #3)",Anna Todd,3.80,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'College', 'Contemporary Romance']"
The Rithmatist (The Rithmatist #1),Brandon Sanderson,4.25,"['Fantasy', 'Young Adult', 'Steampunk', 'Fiction', 'Mystery', 'Audiobook', 'Magic']"
The Glass Lake,Maeve Binchy,3.98,"['Fiction', 'Ireland', 'Chick Lit', 'Romance', 'Irish Literature', 'Contemporary', 'Novels']"
More Happy Than Not,Adam Silvera,3.96,"['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Romance', 'Queer', 'Science Fiction']"
Other Words for Home,Jasmine Warga,4.42,"['Middle Grade', 'Poetry', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Young Adult', 'Audiobook']"
Darkness Visible: A Memoir of Madness,William Styron,3.99,"['Nonfiction', 'Psychology', 'Memoir', 'Mental Health', 'Biography', 'Mental Illness', 'Biography Memoir']"
Black Swan Green,David Mitchell,3.98,"['Fiction', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Young Adult', 'British Literature', 'Novels']"
"Wolf-Speaker (Immortals, #2)",Tamora Pierce,4.21,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']"
"A World Without Princes (The School for Good and Evil, #2)",Soman Chainani,3.96,"['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Fiction', 'Magic', 'Fairy Tales']"
10% Happier,Dan   Harris,3.92,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Memoir', 'Personal Development', 'Health']"
"61 Hours (Jack Reacher, #14)",Lee Child,4.12,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Audiobook']"
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.05,"['Psychology', 'Nonfiction', 'Self Help', 'Business', 'Personal Development', 'Science', 'Leadership']"
الرحيق المختوم,Safiur Rahman Mubarakpuri,4.61,"['Religion', 'History', 'Biography', 'Nonfiction', 'Spirituality', 'Unfinished', 'Theology']"
The Black Cat,Edgar Allan Poe,4.03,"['Classics', 'Horror', 'Short Stories', 'Fiction', 'Gothic', 'Mystery', 'School']"
The Sleepwalkers: How Europe Went to War in 1914,Christopher   Clark,4.22,"['History', 'Nonfiction', 'World War I', 'War', 'Politics', 'European History', 'Historical']"
The Dragon Storm - Gates,Anthony DiPaolo,4.38,"['Fantasy', 'Mystery', 'Urban Fantasy', 'Paranormal']"
Bratva Connection: Maxim,Becky Wilde,4.41,"['Novels', 'Drama', 'Contemporary']"
"Midnight Rising (Midnight Breed, #4)",Lara Adrian,4.21,"['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']"
